breadcrumbs_string,product_url,category,product_name,price,image_url,avaiable_sizes,coordinated_product,coordinated_price,coordinated_product_number,coordinated_product_imageurl,coordinated_product_pageurl,title_of_description,general_description,general_description_itemized,tale_of_size,rating,no. of rating,reviewer_data,keywords
トップ/ ユニセックス/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ ADILENIUM/ Adilenium オーバーサイズ トラックトップ,https://shop.adidas.jp/product/IV9337,オリジナルス,Adilenium オーバーサイズ トラックトップ,"13,090",https://shop.adidas.jp//photo/IV/IV9337/s-IV9337-on_model-standard_view-d4T6ejRQRS.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リラックスフィットのスポーティーなトラックトップ。,ゆったりとしたライフスタイルを応援する、オーバーサイズ トラックジャケット。ウーブン素材のウェアに綿の裏地を付け、シグネチャーのスリーストライプスを袖に、小さなトレフォイルロゴを胸にあしらっている。寒い日には、スタンドカラーを立てれば、冷気をブロックできる。袖のストッパーの付いたバンジーコードで、長さを調節したり、ギャザーを寄せたり、スタイルアレンジができる。その日の必携アイテムをポケットに入れて、一日をスタートさせよう。,ルーズフィットフルジップ / スタンドカラー全体：ポリエステル100%（プレーンウィーブ）裏地：綿100%（シングルジャージー）両サイドにポケット伸縮性のある袖口と裾バンジーコードで調節可能な袖商品番号：IV9337色：ブルーバード,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, ADILENIUM, アディカラー, リサイクル素材, JUD26"
トップ/ レディース/ ウェア・服/ ボトムス/ ジャージ/ オリジナルス/ オリジナルス トリコット ウォームアップパンツ,https://shop.adidas.jp/product/IJ5227,オリジナルス,オリジナルス トリコット ウォームアップパンツ,"7,040",https://shop.adidas.jp//photo/IJ/IJ5227/s-IJ5227-on_model-standard_view-6CaDOwQ9BH.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、タイムレスなトラックパンツ。,チルな雰囲気のデイリースタイルと、クラシックなスポーツウェアを合わせたら、用途の広いこのウォームアップパンツが生まれた。丈夫なインターロック生地を採用し快適なはき心地に仕立てたパンツは、カフェに駆け込むときや、家で映画を観るときにもぴったり。トラックジャケットやダウンベストと合わせて、スタイリッシュに、自信を持って一日を有意義に過ごそう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィット伸縮性のあるウエストポリエステル60% / 綿40%（インターロック）フロントにウェルトポケット裾のフィット感を調節できるバンジーコード商品番号：IJ5227色：クレイ,,,,,"ウェア・服, ボトムス, ジャージ, パンツ, オリジナルス, バスケットボール, リサイクル素材と再生可能素材, バスケットボールウェア・服, F7563"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス オーバーサイズ SST トラックトップ（ジャージ）,https://shop.adidas.jp/product/II0718,オリジナルス,アディカラー クラシックス オーバーサイズ SST トラックトップ（ジャージ）,"9,240",https://shop.adidas.jp//photo/II/II0718/s-II0718-marketing-heromrktng_view_1-vYLVBtZp1b.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用したトラックトップ。,ゆったりしたフィット感と色を切り替えた袖が印象的。このアディダスのトラックトップは、アディダスを愛する人に着て欲しい、袖にスリーストライプスを目立たせた、ブランドをセレブレートする一枚。ソフトで丈夫なファブリックを使い、フロントにフルジップをあしらった、重ね着しやすいリラックスシルエット。貴重品を入れておくのにも便利なフロントポケットを設け、スタンドカラーをリブ仕上げにした、着心地の良さが想像できるデザイン。  リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,ルーズフィットフルジップ / リブ仕上げのスタンドカラーポリエステル100%（スペーサー）前にジップポケットリブ仕上げの裾と袖口商品番号：II0718色：ブルーバード,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEJ85"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ ニュートラルコート 1/4ジップ トラックトップ,https://shop.adidas.jp/product/IS5242,オリジナルス,ニュートラルコート 1/4ジップ トラックトップ,"7,700",https://shop.adidas.jp//photo/IS/IS5242/s-IS5242-on_model-standard_view-FRB9xjXS0E.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、優しい風合いのプルオーバー。,無限に自分らしさを表現できる、シンプルなスタイルが魅力の、クォータージップトラックトップ。シチュエーションやコーディネートを選ばない、自然な色合いのコートスタイル。特に襟を立てて着るとその風合いの良さが分かる、柔らかくて暖かいフリース製のトップス。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,ルーズフィットクォータージップ / スタンドカラーポリエステル100%（フリース［裏起毛］）サイドポケット裾のフィット感を調節できるバンジーコード商品番号：IS5242色：リネングリーン,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, JSY54"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ グラフィック カモ コーチジャケット,https://shop.adidas.jp/product/HR3523,オリジナルス,グラフィック カモ コーチジャケット,"8,470",https://shop.adidas.jp//photo/HR/HR3523/s-HR3523-on_model-standard_view-Cyczirt0pu.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材で作られた、カモ柄の襟付きジャケット。,大胆な総柄のカモフラージュプリントをフィーチャーした、アディダスのコーチジャケット。先が尖った襟、ボタンフロント、調節可能なドローストリング付きウエストなど、クリーンなルックスを演出するディテールが、無限のスタイリングオプションを提供する。上質なリップストップ生地で仕立てた、フューチャリスティックなデザインが魅力。このジャケットを羽織れば、視線を集める準備はOK。プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、100%リサイクル素材で作られたアイテム。,レギュラーフィットボタンクロージャー表地：リサイクルポリエステル100%（リップストップ）裏地：リサイクルポリエステル100%（メッシュ）両サイドにポケット商品番号：HR3523色：ブラック,,,,,"ウェア・服, アウター, ジャケット, オリジナルス, リサイクル素材一部使用, EUT07"
トップ/ メンズ/ ウェア・服/ アウター/ ウインドブレーカー/ オリジナルス/ ADVENTURE/ アディダス アドベンチャーネイチャー アウェイクニング ウインドブレーカー（ジェンダーニュートラル）,https://shop.adidas.jp/product/HR3505,オリジナルス,アディダス アドベンチャーネイチャー アウェイクニング ウインドブレーカー（ジェンダーニュートラル）,"4,950",https://shop.adidas.jp//photo/HR/HR3505/s-HR3505-on_model-standard_view-I7Zo4MTVj7.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,自然から生まれた、ゆったりしたシルエットのウインドブレーカー。,いつだって大好きなアドベンチャーに思いを馳せたい、アウトドアラバーに贈りたい。アイコニックなアディダス アウトドアウェアのアーカイブデザインを受け継ぐ、ウインドブレーカー。快適な着心地と高い機能性の両方を兼ね備えた優れたデザインが魅力。常に手元に持っていたい貴重品は、アクセスしやすいフロントポケットと背面のジップポケットに入れておこう。このウインドブレーカーは、様々なサイズ、ジェンダー、体型を考慮して、すべてのジェンダーに合うように構築したシステム、UNITEFITを採用してデザインされている。限りある資源を守り、プラスチック廃棄物の根絶を目指すアディダスの取り組みの一環として、天然素材と再生可能な素材を使用して作られたジャケット。,ルーズフィットフルジップオーガニックコットン100%（リップストップ）ジップフロントポケット背面にジップポケットバンジーコードでフィット感を調節できる裾伸縮性のあるカフ商品番号：HR3505色：サンドストレータ,,,,,"ウェア・服, アウター, ウインドブレーカー, オリジナルス, ADVENTURE, 天然素材, BXB32"
トップ/ キッズ／子供用/ ボーイズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ デニムルック ダブルニット ウォームアップ トラックトップ,https://shop.adidas.jp/product/HZ8597,スポーツウェア,デニムルック ダブルニット ウォームアップ トラックトップ,"3,960",https://shop.adidas.jp//photo/HZ/HZ8597/s-HZ8597-3d_torso-front_center_view-gkVD5wtXkf.jpg,"110, 120, 130, 140, 150, 160",,,,,,リサイクル素材で作られた、デニムルックのトラックジャケット。,元気なキッズには、エネルギッシュな動きにも対応するウェアが必要。だからこそ、アディダスはこのキッズ用トラックジャケットを作り上げた。練習前のウォーミングアップや、友だちとちょっとミニゲームをするときも、AEROREADYテクノロジーが汗を吸収し、ドライで快適なコンディションをキープ。家でくつろぐときにも、ポリエステルのダブルニット素材がソフトで快適な着心地をもたらす。プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、100%リサイクル素材で作られたアイテム。,ルーズフィットフルジップ / 立ち襟リサイクルポリエステル100%（ダブルニット）AEROREADYリサイクル素材を使用商品番号：HZ8597色：プリラブドブルー/ホワイト,,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, リサイクル素材一部使用, DKH15"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ プレミアム エッセンシャルズ ベロア トラックトップ,https://shop.adidas.jp/product/IL7080,オリジナルス,プレミアム エッセンシャルズ ベロア トラックトップ,"9,680",https://shop.adidas.jp//photo/IL/IL7080/s-IL7080-on_model-standard_view-UvdDHCyYcF.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部用いた、洗練された雰囲気のジャケット。,クラシックな快適さと今年らしいデザインをほど良いバランスで両立させた、ラグジュアリーなトラックトップが登場。ストレッチ性のあるリッチな風合いのベロアがシックな雰囲気を演出。鍵やリップクリームを入れておくのに便利な、アクセスしやすい位置にジップポケットを装備している。アーカイブモデルからインスピレーションを得た、今シーズンのコーデに欠かせない快適なジャケット。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / リブ仕上げのスタンドカラーポリエステル92% / ポリウレタン8%（ベロア）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IL7080色：ダークブルー,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, IJI79"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ プレミアム エッセンシャルズ ベロア トラックトップ,https://shop.adidas.jp/product/IL7082,オリジナルス,プレミアム エッセンシャルズ ベロア トラックトップ,"9,680",https://shop.adidas.jp//photo/IL/IL7082/s-IL7082-on_model-standard_view-xi7ZGXuo48.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部用いた、洗練された雰囲気のジャケット。,クラシックな快適さと今年らしいデザインをほど良いバランスで両立させた、ラグジュアリーなトラックトップが登場。ストレッチ性のあるリッチな風合いのベロアがシックな雰囲気を演出。鍵やリップクリームを入れておくのに便利な、アクセスしやすい位置にジップポケットを装備している。アーカイブモデルからインスピレーションを得た、今シーズンのコーデに欠かせない快適なジャケット。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / リブ仕上げのスタンドカラーポリエステル92% / ポリウレタン8%（ベロア）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IL7082色：マルーン,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, IJI79"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ クセニア・シュナイダー/ adidas Originals × KSENIASCHNAIDER リプロセス スリット トラックトップ,https://shop.adidas.jp/product/IM4326,オリジナルス,adidas Originals × KSENIASCHNAIDER リプロセス スリット トラックトップ,"7,469",https://shop.adidas.jp//photo/IM/IM4326/s-IM4326-on_model-standard_view-9nK9bhf6EN.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,KSENIASCHNAIDERが手掛けた、リプロセス トラックトップ。,ウクライナ発のデザインデュオ、KSENIASCHNAIDERは、クラシカルなデザインと新世代のスタイルがぶつかり合うファッションが特徴。今季のアディダスとのコラボレーションから誕生したトラックトップは、サステナビリティにフォーカスし、余った素材を使用して作られたもの。袖に配したアイコニックなスリーストライプスと、フルジップのスタンドカラーがスポーティーな表情を見せる。袖の後ろ側のスリットがKSENIASCHNAIDERのデザインのこだわり。トレフォイルと並ぶさりげないブランドロゴが、両ブランドの誇りを表現。このトラックトップは、二つのブランドのデザインを融合し、環境に配慮する未来のスタイルの促進を目指している。アディダスは、持続可能な綿花栽培の普及を目指すベターコットンと提携。ベターコットンは、綿花生産者への待遇や綿花の生育環境を改善して、このセクターの将来の繁栄を目指して取り組んでいる。 「マスバランス」と呼ばれる生産物流管理モデルを通じて供給されている。最終製品までの過程を物理的に辿ることはできないが、ベターコットン農家は、私たちが「調達」するのと同等量の利益を得ている。 詳細はこちら：bettercotton.org/learnmore,レギュラーフィットフルジップ付きスタンドカラー綿100%（ツイル）両サイドにジップポケットベターコットンを使用商品番号：IM4326色：ブラック,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, クセニア・シュナイダー, ベターコットン, EYZ30"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ SST トラックトップ,https://shop.adidas.jp/product/IZ3286,オリジナルス,SST トラックトップ,"9,680",https://shop.adidas.jp//photo/IZ/IZ3286/s-IZ3286-on_model-standard_view-JFOlfJGaPB.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、タイムレスなトラックトップ。,どんなことが起きそうでも、このアディダス トラックジャケットがあれば、心構えができる。定番のスリムフィットデザインだから、どんなウェアにも合わせやすく、スタイリッシュな着こなしができる。袖には、アディダスのヘリテージが感じられる、アイコニックなスリーストライプス入り。自分らしいレイヤリングを楽しんだり、シンプルに一枚で着てもいい。滑らかなプレーンウィーブファブリックを用い、リブ編みのディテールを施した、着心地の良いジャケット。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。このアディダス製品には、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,スリムフィットフルジップナイロン100％（プレーンウィーブ）両サイドにポケットリサイクル・再生可能素材を70%以上使用商品番号：IZ3286色：ブラック,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, JOO63"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ ファイヤーバード/ サテン ファイヤーバード トラックトップ（ジャージ）,https://shop.adidas.jp/product/IJ5015,オリジナルス,サテン ファイヤーバード トラックトップ（ジャージ）,"10,010",https://shop.adidas.jp//photo/IJ/IJ5015/s-IJ5015-on_model-standard_view-HQDKCGiAQO.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、アレンジの利くトラックトップ。,1枚で2通り、あるいはそれ以上の着こなしが楽しめる。このアディダス トラックトップは、モダンな配色とまったく新しいシェイプで、クラシックなファイヤーバードを一新したもの。サテンのような艶やかな生地と、ゆったりとしたボンバージャケット風のシルエットに、裾と袖口を絞ったようなデザインが特徴。さらに、ここからがアレンジの見せどころ。袖口の方のパネルを取り外すと風通しの良いハーフスリーブとして、まったく新しいスタイルに早変わり。袖を付けたまま、前のジップを開けてクロップトップの上に羽織ったり、袖を外して前のジップを閉めて、襟を立てた状態で長袖Tシャツの上に重ねたりすることも、もちろんできる。色々な着こなしに挑戦してみよう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / スタンドカラーポリエステル100%（ツイル）両サイドにジップポケット袖にスナップボタン伸縮性のある裾と袖口商品番号：IJ5015色：ブラック,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, ファイヤーバード, リサイクル素材と再生可能素材, EEG51"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ ファイヤーバード/ アディカラー クラシック/ アディカラー クラシックス ファイヤーバード トラックトップ（ジャージ）,https://shop.adidas.jp/product/IK6615,オリジナルス,アディカラー クラシックス ファイヤーバード トラックトップ（ジャージ）,"8,536",https://shop.adidas.jp//photo/IK/IK6615/s-IK6615-on_model-standard_view-8WH5GnyZCY.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材で作られた、快適さとスタイルを両立するトラックトップ。,アディダスの伝説的なDNAの真のパワーをセレブレートする、フレッシュで活力に満ちたデザインのアディカラー ファイヤーバード トラックトップ。モダンなトリコットニットで仕立てた、誰もが振り返るような爽やかな見た目の快適な一着。袖にアイコニックなスリーストライプス、胸にトレフォイルロゴの刺しゅうをあしらっている。このアディダス自慢のウェアを着て、自信に満ちた自分の一面を世界に示そう。カーボンフットプリントを認識する： 製品のカーボンフットプリントの算定方法はライフサイクルの全ステージを考慮しており、アディダスのプロトタイプのサイズに基づいています。原料抽出から、加工、生産と製品組立、包装、輸送、使用、製品寿命に至るまでのカーボンフットプリント（CO2e）を算定しました。これは国際規格「ISO 14067」に基づいています。製品カーボンフットプリント総量の内訳とその算定方法を確認するには、下記のリンクをコピーしてお使いのブラウザで検索してください。https://www.adidas.com/go/campaign/carbon-footprint,レギュラーフィットフルジップ / 折り襟ポリエステル100％（トリコット）ジップポケットリブ仕上げの裾と袖口商品番号：IK6615色：オーキッドフュージョン,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, ファイヤーバード, アディカラー, クラシックス, アディカラー クラシック, HAJ87"
トップ/ キッズ／子供用/ ガールズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ カラーブロック ダブルニット レギュラーフィット ウォームアップ トラックトップ,https://shop.adidas.jp/product/IB0262,スポーツウェア,カラーブロック ダブルニット レギュラーフィット ウォームアップ トラックトップ,"3,025",https://shop.adidas.jp//photo/IB/IB0262/s-IB0262-3d_torso-front_center_view-NDH7xeKsAH.jpg,"110, 120, 130, 140, 150, 160",,,,,,リサイクル素材で作られた、明るいカラーのトラックジャケット。,遊びの時間もスタイリッシュに。このキッズ用のアディダス トラックトップは、大胆なカラーブロックデザインをベースにシグネチャーのスリーストライプスを袖にあしらった、ブランドの誇りを表現できるデザイン。吸湿性に優れたAEROREADY素材が、元気にアウトドアを満喫する子どもたちの身体を爽やかにキープする。暑くなり過ぎたら、ジップを下ろして素早く脱げばいい。プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、100%リサイクル素材で作られたアイテム。,レギュラーフィットフルジップリサイクルポリエステル100%（ダブルニット）AEROREADYフロントポケットスタンドカラー袖口にカフ商品番号：IB0262色：レジェンドインク,,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, リサイクル素材一部使用, BUK58"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ SST/ アディカラー SST/ SST TRACK TOP,https://shop.adidas.jp/product/IJ7285,オリジナルス,SST TRACK TOP,"5,271",https://shop.adidas.jp//photo/IJ/IJ7285/s-IJ7285-on_model-standard_unisex_pair_shot-9ho0j9U5NP.jpg,"130, 140, 150, 160, 170",,,,,,コントラストのディテールをあしらったSSTトラックジャケット。,過去を熱烈にリスペクトするキミも、未来に焦点を当てているはず。過去と未来両方の要素を備えた、ジュニア用トラックジャケット。アイコニックな3ストライプとパイピングを合わせた、オーセンティックなアディダススタイル。特徴的な光沢のあるトリコット素材でオリジナルの雰囲気に仕上げている。 Parley Ocean Plasticを一部採用した高機能リサイクル素材、PRIMEBLUEで作られたアイテム。,レギュラーフィットフルジップ / リブ仕上げの襟リサイクルポリエステル100％（トリコット）前にジップポケットラグランスリーブリブ仕上げの袖口と裾コントラストカラーのパイピングPRIMEBLUE商品番号：IJ7285色：アークティックフュージョン生産国：Pakistan,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, SST, アディカラー, パーレイ, MINI ME（ミニミー）, アディカラー SST, PARLEY OCEAN PLASTIC一部使用, 88786"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ All SZN フリース フルジップトラックトップ（ジャージ）,https://shop.adidas.jp/product/HN6183,スポーツウェア,All SZN フリース フルジップトラックトップ（ジャージ）,"4,235",https://shop.adidas.jp//photo/HN/HN6183/s-HN6183-3d_torso-front_center_view-xepRgsHGIv.jpg,"130, 140, 150, 160",,,,,,自然派素材を使った、アスリートのためのルーズフィットパーカー。,一年中活躍する、ジュニア用トレーニングパーカー。素材に、暖かく心地よい肌触りの起毛フリースを使用しているから、気温が下がっても快適な着心地が続く。また、コントラストカラーのディテールが着こなしをスタイリッシュにアップグレード。さらに、刺しゅうのロゴでアディダス愛を示している。休みの日も試合の日も、いろんな場面で頼りになるトラックトップ。 限りある資源を守り、プラスチック廃棄物の根絶を目指すアディダスの取り組みの一環として、天然素材と再生可能な素材を使用して作られたトラックジャケット。,ルーズフィットフルジップ仕様 / フード付きオーガニックコットン80% / リサイクルポリエステル20%（フリース［裏起毛］）カンガルーポケットリブ仕上げの袖口と裾商品番号：HN6183色：ワンダースティール/セミインパクトオレンジ/パルスブルー生産国：Indonesia,,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, 天然素材, R0059"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ レトロ トラックトップ（ジャージ）,https://shop.adidas.jp/product/IN2382,オリジナルス,レトロ トラックトップ（ジャージ）,"10,010",https://shop.adidas.jp//photo/IN/IN2382/s-IN2382-on_model-standard_view-EMUJlM2stA.jpg,"XS, M, XL, 2XL, 4XL",,,,,,長年愛されてきたデザイン要素を纏った、快適なトラックジャケット。,テニスは、フットウェアからアパレルまで、トレフォイルのシグネチャースタイルとずっと結びついてきた。このレトロ トラックトップは、そんなスポーツとブランドとの長きにわたる関係をセレブレートするもの。クラシックなシルエットの爽やかなラインに、90年代のスタイルを思わせるカラフルなトレフォイルグラフィックをフィーチャー。,ルーズフィットフルジップナイロン100%（プレーンウィーブ）フロントポケット伸縮性のある袖口と裾商品番号：IN2382色：ホワイト,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, JMQ95"
トップ/ ユニセックス/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ SST/ アディカラー クラシック/ SST TRACK TOP PB,https://shop.adidas.jp/product/GF0198,オリジナルス,SST TRACK TOP PB,"6,593",https://shop.adidas.jp//photo/GF/GF0198/s-GF0198-3d_torso-front_center_view.jpg,"XS, S, M, L, O (XL), XO (2XL), 2XO (3XL), 3XO (4XL), 4XO (5XL), 5XO (6XL), 6XO (7XL)",,,,,,快適さを追求した、クラシックなトラックジャケットのデザイン。,1964年にアディダスがトラックスーツを初めて世に送り出したと言われているが、その真相は定かではない。でも多くの人がそう考えているらしい。シグネチャーである3ストライプは、スタジアムで、あるいはストリートで、ここ何十年間も、誰もが目にしてきた。サッカー選手からクラバーまで、誰もが愛したこのトラックスーツは今なお、時代の風景の一部になっている。今季は素材に、プラスチック廃棄物をアップサイクルして生まれたParley Ocean Plastic 糸を採用。,レギュラーフィットリブ仕上げの襟リサイクルポリエステル60% / 綿40%（インターロック）厚手の生地クラシックなアディダス トラックジャケット前にジップポケットリブ仕上げの袖口と裾商品番号：GF0198色：ブラック/ホワイト生産国：Pakistan,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, SST, アディカラー, クラシックス, Primeblue, MINI ME（ミニミー）, アディカラー クラシック, ルームウェア, IZN67"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ All SZN フリース フルジップトラックトップ（ジャージ）,https://shop.adidas.jp/product/HN6184,スポーツウェア,All SZN フリース フルジップトラックトップ（ジャージ）,"4,235",https://shop.adidas.jp//photo/HN/HN6184/s-HN6184-3d_torso-front_center_view-tlsMTOCf52.jpg,"130, 140, 150, 160",,,,,,自然派素材を使った、アスリートのためのルーズフィットパーカー。,一年中活躍する、ジュニア用トレーニングパーカー。素材に、暖かく心地よい肌触りの起毛フリースを使用しているから、気温が下がっても快適な着心地が続く。また、コントラストカラーのディテールが着こなしをスタイリッシュにアップグレード。さらに、刺しゅうのロゴでアディダス愛を示している。休みの日も試合の日も、いろんな場面で頼りになるトラックトップ。 限りある資源を守り、プラスチック廃棄物の根絶を目指すアディダスの取り組みの一環として、天然素材と再生可能な素材を使用して作られたトラックジャケット。,ルーズフィットフルジップ仕様 / フード付きオーガニックコットン80% / リサイクルポリエステル20%（フリース［裏起毛］）カンガルーポケットリブ仕上げの袖口と裾商品番号：HN6184色：リネングリーン/インパクトイエロー生産国：Indonesia,,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, 天然素材, R0059"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ HELLO KITTY COLLECTION/ アディダス オリジナルス × ハローキティ SST トップ,https://shop.adidas.jp/product/II0856,オリジナルス,アディダス オリジナルス × ハローキティ SST トップ,"5,896",https://shop.adidas.jp//photo/II/II0856/s-II0856-3d_torso-front_center_view-CNEIRiM401.jpg,"130, 140, 150, 160, 170",,,,,,リサイクル素材で作られた、ハローキティが元気をくれるトラックトップ。,アディダス オリジナルスのクラシックスタイルを継承した、ハローキティの明るいパーソナリティが印象的な、ジュニア向けトラックトップ。袖のスリーストライプス、ジップポケット、スタンドカラーなど、シグネチャーのディテールはすべてそのまま。オーバーサイズのトレフォイルの前で、誰もが愛するハローキティが庭で鮮やかな花々に水やりをしているグラフィックを背面に配置。さらに、裾の近くにも彼女の花が咲いているデザイン。一年中、夏らしい楽しさが味わえるアイテム。プラスチックゴミ ゼロを目指すアディダスの取り組みの一つをカタチにした、リサイクル素材を70%以上使用したアイテム。,"レギュラーフィットフルジップ / リブ仕上げのスタンドカラーポリエステル100％（トリコット）両サイドにジップポケットリブ仕上げの裾と袖口©2022 SANRIO CO., LTD.商品番号：II0856色：ブラック",,,,,"ウェア・服, トップス, ジャージ, オリジナルス, HELLO KITTY COLLECTION, MINI ME（ミニミー）, リサイクル素材一部使用, EEM07"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ コーデュロイ トラックトップ,https://shop.adidas.jp/product/IS5275,オリジナルス,コーデュロイ トラックトップ,"14,080",https://shop.adidas.jp//photo/IS/IS5275/s-IS5275-on_model-standard_view-7G2I56bHvG.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リラックスした雰囲気のトラックジャケット。,クラシックスタイルにコーデュロイが参戦。アディダス自慢の定番アイテムを、リュクスな風合いのコーデュロイで、カジュアルかつ洗練された雰囲気にアレンジ。デイリースタイルに気楽さをもたらす、ルーズフィットのカッティングを採用。リブ仕上げの袖口と裾が快適な着心地を高める。,ルーズフィットフルジップ / スタンドカラー綿100%（コーデュロイ）両サイドにジップポケットリブ仕上げの袖口と裾商品番号：IS5275色：アルミナ/マルチカラー,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, JSY69"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディダス アドベンチャー シェルジャケット,https://shop.adidas.jp/product/IJ0703,オリジナルス,アディダス アドベンチャー シェルジャケット,"10,560",https://shop.adidas.jp//photo/IJ/IJ0703/s-IJ0703-on_model-standard_view-CI0RpAur30.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材で作られた、スタイリッシュなジャケット。,このアディダス ジャケットを着て、次の冒険に向かおう。アイコニックなFirebirdトラックジャケットからインスピレーションを得て作られたミッドウェイトのアイテム。ポリエステルとポリウレタン混紡のソフトなドビー素材を使用した、適度な伸縮性が使いやすいジャケット。フロントのジップポケットと袖にあしらったスリーストライプスが、実用性とスタイリングを向上。ルーズフィットデザインだから、フーディーや心地よいフリースベストを下に着るのもいい。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,ルーズフィットフルジップ / スタンドカラーポリエステル88% / ポリウレタン12%（ドビー）両サイドにジップポケット伸縮性のある裾と袖口商品番号：IJ0703色：ブラック,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, EEE70"
